,bus,control,p_nom,max_hours,voltage_level
StorageUnit_LVGrid_102176_3,BranchTee_mvgd_1056_lvgd_102176_32,PQ,0.00928,1,lv
StorageUnit_LVGrid_102176_4,BranchTee_mvgd_1056_lvgd_102176_24,PQ,0.01808,1,lv
StorageUnit_LVGrid_102176_5,BranchTee_mvgd_1056_lvgd_102176_14,PQ,0.01,1,lv
StorageUnit_LVGrid_102176_6,BranchTee_mvgd_1056_lvgd_102176_8,PQ,0.01813,1,lv
StorageUnit_LVGrid_102177_1,BranchTee_mvgd_1056_lvgd_102177_90,PQ,0.00832,1,lv
StorageUnit_LVGrid_102177_2,BranchTee_mvgd_1056_lvgd_102177_168,PQ,0.00558,1,lv
StorageUnit_LVGrid_102177_3,BranchTee_mvgd_1056_lvgd_102177_28,PQ,0.00598,1,lv
StorageUnit_LVGrid_102177_4,BranchTee_mvgd_1056_lvgd_102177_108,PQ,0.01196,1,lv
StorageUnit_LVGrid_102177_5,BranchTee_mvgd_1056_lvgd_102177_38,PQ,0.029845,1,lv
StorageUnit_LVGrid_102177_6,BranchTee_mvgd_1056_lvgd_102177_2,PQ,0.00688,1,lv
StorageUnit_LVGrid_102177_7,BranchTee_mvgd_1056_lvgd_102177_12,PQ,0.00713,1,lv
StorageUnit_LVGrid_102177_8,BranchTee_mvgd_1056_lvgd_102177_66,PQ,0.0103699999999999,1,lv
StorageUnit_LVGrid_102177_9,BranchTee_mvgd_1056_lvgd_102177_150,PQ,0.02484,1,lv
StorageUnit_LVGrid_102177_10,BranchTee_mvgd_1056_lvgd_102177_104,PQ,0.00728,1,lv
StorageUnit_LVGrid_102177_11,BranchTee_mvgd_1056_lvgd_102177_76,PQ,0.0084,1,lv
StorageUnit_LVGrid_102178_1,BranchTee_mvgd_1056_lvgd_102178_44,PQ,0.02205,1,lv
StorageUnit_LVGrid_102178_2,BranchTee_mvgd_1056_lvgd_102178_4,PQ,0.0162,1,lv
StorageUnit_LVGrid_102178_3,BranchTee_mvgd_1056_lvgd_102178_28,PQ,0.007425,1,lv
StorageUnit_LVGrid_102178_4,BranchTee_mvgd_1056_lvgd_102178_2,PQ,0.01,1,lv
StorageUnit_LVGrid_102178_5,BranchTee_mvgd_1056_lvgd_102178_72,PQ,0.0145,1,lv
StorageUnit_LVGrid_102178_6,BranchTee_mvgd_1056_lvgd_102178_42,PQ,0.00564,1,lv
StorageUnit_LVGrid_102178_7,BranchTee_mvgd_1056_lvgd_102178_58,PQ,0.0278999999999999,1,lv
StorageUnit_LVGrid_102178_8,BranchTee_mvgd_1056_lvgd_102178_40,PQ,0.01221,1,lv
StorageUnit_LVGrid_102242_1,BranchTee_mvgd_1056_lvgd_102242_50,PQ,0.01782,1,lv
StorageUnit_LVGrid_102242_2,BranchTee_mvgd_1056_lvgd_102242_10,PQ,0.0094,1,lv
StorageUnit_LVGrid_102242_3,BranchTee_mvgd_1056_lvgd_102242_34,PQ,0.0066799999999999,1,lv
StorageUnit_LVGrid_102243_1,BranchTee_mvgd_1056_lvgd_102243_10,PQ,0.006615,1,lv
StorageUnit_LVGrid_102243_2,BranchTee_mvgd_1056_lvgd_102243_24,PQ,0.0297,1,lv
StorageUnit_LVGrid_102243_3,BranchTee_mvgd_1056_lvgd_102243_14,PQ,0.02369,1,lv
StorageUnit_LVGrid_102243_4,BusBar_mvgd_1056_lvgd_102243_LV,PQ,0.0937699999999999,1,lv
StorageUnit_LVGrid_102243_5,BranchTee_mvgd_1056_lvgd_102243_2,PQ,0.02881,1,lv
StorageUnit_LVGrid_102248_1,BranchTee_mvgd_1056_lvgd_102248_104,PQ,0.0086,1,lv
StorageUnit_LVGrid_102248_2,BranchTee_mvgd_1056_lvgd_102248_106,PQ,0.00805,1,lv
StorageUnit_LVGrid_102248_3,BranchTee_mvgd_1056_lvgd_102248_98,PQ,0.01305,1,lv
StorageUnit_LVGrid_102248_4,BranchTee_mvgd_1056_lvgd_102248_84,PQ,0.00658,1,lv
StorageUnit_LVGrid_102248_5,BranchTee_mvgd_1056_lvgd_102248_30,PQ,0.0176,1,lv
StorageUnit_LVGrid_102248_6,BranchTee_mvgd_1056_lvgd_102248_62,PQ,0.016,1,lv
StorageUnit_LVGrid_102249_1,BranchTee_mvgd_1056_lvgd_102249_76,PQ,0.0111,1,lv
StorageUnit_LVGrid_102249_2,BranchTee_mvgd_1056_lvgd_102249_60,PQ,0.009165,1,lv
StorageUnit_LVGrid_102249_3,BranchTee_mvgd_1056_lvgd_102249_2,PQ,0.01,1,lv
StorageUnit_LVGrid_102249_4,BranchTee_mvgd_1056_lvgd_102249_142,PQ,0.01225,1,lv
StorageUnit_LVGrid_102249_5,BranchTee_mvgd_1056_lvgd_102249_38,PQ,0.026905,1,lv
StorageUnit_LVGrid_102249_6,BranchTee_mvgd_1056_lvgd_102249_4,PQ,0.02914,1,lv
StorageUnit_LVGrid_102249_7,BranchTee_mvgd_1056_lvgd_102249_130,PQ,0.0105,1,lv
StorageUnit_LVGrid_102249_8,BranchTee_mvgd_1056_lvgd_102249_72,PQ,0.01,1,lv
StorageUnit_LVGrid_102249_9,BranchTee_mvgd_1056_lvgd_102249_58,PQ,0.00882,1,lv
StorageUnit_LVGrid_102249_10,BranchTee_mvgd_1056_lvgd_102249_106,PQ,0.01892,1,lv
StorageUnit_LVGrid_102249_11,BranchTee_mvgd_1056_lvgd_102249_68,PQ,0.00657,1,lv
StorageUnit_LVGrid_102249_12,BranchTee_mvgd_1056_lvgd_102249_28,PQ,0.008,1,lv
StorageUnit_LVGrid_102250_1,BranchTee_mvgd_1056_lvgd_102250_28,PQ,0.02961,1,lv
StorageUnit_LVGrid_102250_2,BranchTee_mvgd_1056_lvgd_102250_44,PQ,0.00189,1,lv
StorageUnit_LVGrid_102250_3,BranchTee_mvgd_1056_lvgd_102250_2,PQ,0.0297,1,lv
StorageUnit_LVGrid_102250_4,BranchTee_mvgd_1056_lvgd_102250_74,PQ,0.02736,1,lv
StorageUnit_LVGrid_102250_5,BranchTee_mvgd_1056_lvgd_102250_12,PQ,0.0106,1,lv
StorageUnit_LVGrid_102250_6,BranchTee_mvgd_1056_lvgd_102250_4,PQ,0.02982,1,lv
StorageUnit_LVGrid_102250_7,BranchTee_mvgd_1056_lvgd_102250_26,PQ,0.021,1,lv
StorageUnit_LVGrid_102250_8,BranchTee_mvgd_1056_lvgd_102250_42,PQ,0.00936,1,lv
StorageUnit_LVGrid_102250_9,BranchTee_mvgd_1056_lvgd_102250_60,PQ,0.0072,1,lv
StorageUnit_LVGrid_102250_10,BranchTee_mvgd_1056_lvgd_102250_16,PQ,0.01215,1,lv
StorageUnit_LVGrid_102250_11,BranchTee_mvgd_1056_lvgd_102250_70,PQ,0.0075,1,lv
StorageUnit_LVGrid_102250_12,BranchTee_mvgd_1056_lvgd_102250_72,PQ,0.0264,1,lv
StorageUnit_LVGrid_102250_13,BranchTee_mvgd_1056_lvgd_102250_22,PQ,0.01176,1,lv
StorageUnit_LVGrid_506612_1,BranchTee_mvgd_1056_lvgd_506612_2,PQ,0.00665,1,lv
StorageUnit_LVGrid_506612_2,BranchTee_mvgd_1056_lvgd_506612_6,PQ,0.0299,1,lv
StorageUnit_LVGrid_506612_3,BranchTee_mvgd_1056_lvgd_506612_8,PQ,0.009,1,lv
StorageUnit_LVGrid_506626_1,BranchTee_mvgd_1056_lvgd_506626_2,PQ,0.005735,1,lv
StorageUnit_LVGrid_506626_2,BranchTee_mvgd_1056_lvgd_506626_6,PQ,0.01134,1,lv
StorageUnit_LVGrid_102319_1,BranchTee_mvgd_1056_lvgd_102319_14,PQ,0.006,1,lv
StorageUnit_LVGrid_102319_2,BranchTee_mvgd_1056_lvgd_102319_46,PQ,0.020925,1,lv
StorageUnit_LVGrid_102319_3,BranchTee_mvgd_1056_lvgd_102319_2,PQ,0.01134,1,lv
StorageUnit_LVGrid_102319_4,BranchTee_mvgd_1056_lvgd_102319_34,PQ,0.00936,1,lv
StorageUnit_LVGrid_102319_5,BranchTee_mvgd_1056_lvgd_102319_12,PQ,0.01296,1,lv
StorageUnit_LVGrid_102319_6,BranchTee_mvgd_1056_lvgd_102319_56,PQ,0.00648,1,lv
StorageUnit_LVGrid_102319_7,BranchTee_mvgd_1056_lvgd_102319_22,PQ,0.0011,1,lv
StorageUnit_LVGrid_102319_8,BranchTee_mvgd_1056_lvgd_102319_52,PQ,0.0098699999999999,1,lv
StorageUnit_LVGrid_102319_9,BranchTee_mvgd_1056_lvgd_102319_62,PQ,0.00555,1,lv
StorageUnit_LVGrid_102319_10,BranchTee_mvgd_1056_lvgd_102319_18,PQ,0.00858,1,lv
StorageUnit_LVGrid_102319_11,BranchTee_mvgd_1056_lvgd_102319_28,PQ,0.02448,1,lv
StorageUnit_LVGrid_102319_12,BranchTee_mvgd_1056_lvgd_102319_16,PQ,0.00636,1,lv
StorageUnit_LVGrid_102319_13,BranchTee_mvgd_1056_lvgd_102319_6,PQ,0.00936,1,lv
StorageUnit_LVGrid_441085_1,BranchTee_mvgd_1056_lvgd_441085_6,PQ,0.00756,1,lv
StorageUnit_LVGrid_441085_2,BranchTee_mvgd_1056_lvgd_441085_4,PQ,0.003696,1,lv
StorageUnit_LVGrid_102576_1,BranchTee_mvgd_1056_lvgd_102576_48,PQ,0.01015,1,lv
StorageUnit_LVGrid_102576_2,BranchTee_mvgd_1056_lvgd_102576_4,PQ,0.0101199999999999,1,lv
StorageUnit_LVGrid_102576_3,BranchTee_mvgd_1056_lvgd_102576_70,PQ,0.0045899999999999,1,lv
StorageUnit_LVGrid_102576_4,BranchTee_mvgd_1056_lvgd_102576_40,PQ,0.00842,1,lv
StorageUnit_LVGrid_102576_5,BranchTee_mvgd_1056_lvgd_102576_50,PQ,0.0081,1,lv
StorageUnit_LVGrid_102577_1,BranchTee_mvgd_1056_lvgd_102577_48,PQ,0.00765,1,lv
StorageUnit_LVGrid_102577_2,BranchTee_mvgd_1056_lvgd_102577_4,PQ,0.0081,1,lv
StorageUnit_LVGrid_102577_3,BranchTee_mvgd_1056_lvgd_102577_20,PQ,0.02232,1,lv
StorageUnit_LVGrid_102577_4,BranchTee_mvgd_1056_lvgd_102577_40,PQ,0.01312,1,lv
StorageUnit_LVGrid_102578_1,BranchTee_mvgd_1056_lvgd_102578_10,PQ,0.012255,1,lv
StorageUnit_LVGrid_102578_2,BranchTee_mvgd_1056_lvgd_102578_34,PQ,0.0165,1,lv
StorageUnit_LVGrid_102578_3,BranchTee_mvgd_1056_lvgd_102578_22,PQ,0.02185,1,lv
StorageUnit_LVGrid_102578_4,BranchTee_mvgd_1056_lvgd_102578_20,PQ,0.00675,1,lv
StorageUnit_LVGrid_102578_5,BranchTee_mvgd_1056_lvgd_102578_14,PQ,0.01892,1,lv
StorageUnit_LVGrid_102578_6,BranchTee_mvgd_1056_lvgd_102578_30,PQ,0.018,1,lv
StorageUnit_LVGrid_102579_1,BranchTee_mvgd_1056_lvgd_102579_48,PQ,0.01725,1,lv
StorageUnit_LVGrid_102579_2,BranchTee_mvgd_1056_lvgd_102579_4,PQ,0.01702,1,lv
StorageUnit_LVGrid_102579_3,BranchTee_mvgd_1056_lvgd_102579_70,PQ,0.01,1,lv
StorageUnit_LVGrid_102579_4,BranchTee_mvgd_1056_lvgd_102579_40,PQ,0.0069,1,lv
StorageUnit_LVGrid_102579_5,BranchTee_mvgd_1056_lvgd_102579_50,PQ,0.01032,1,lv
StorageUnit_LVGrid_102579_6,BranchTee_mvgd_1056_lvgd_102579_60,PQ,0.0074,1,lv
StorageUnit_LVGrid_102579_7,BranchTee_mvgd_1056_lvgd_102579_62,PQ,0.00504,1,lv
StorageUnit_LVGrid_102659_1,BranchTee_mvgd_1056_lvgd_102659_2,PQ,0.09984,1,lv
StorageUnit_LVGrid_102659_2,BranchTee_mvgd_1056_lvgd_102659_36,PQ,0.0050599999999999,1,lv
StorageUnit_LVGrid_102659_3,BranchTee_mvgd_1056_lvgd_102659_48,PQ,0.00564,1,lv
StorageUnit_LVGrid_441037_1,BranchTee_mvgd_1056_lvgd_441037_4,PQ,0.00594,1,lv
StorageUnit_LVGrid_441037_2,BranchTee_mvgd_1056_lvgd_441037_2,PQ,0.0297,1,lv
StorageUnit_LVGrid_441037_3,BranchTee_mvgd_1056_lvgd_441037_2,PQ,0.00924,1,lv
StorageUnit_LVGrid_441037_4,BranchTee_mvgd_1056_lvgd_441037_4,PQ,0.0252,1,lv
StorageUnit_LVGrid_440994_1,BranchTee_mvgd_1056_lvgd_440994_4,PQ,0.01323,1,lv
StorageUnit_LVGrid_440994_2,BranchTee_mvgd_1056_lvgd_440994_4,PQ,0.00616,1,lv
StorageUnit_LVGrid_440994_3,BranchTee_mvgd_1056_lvgd_440994_4,PQ,0.0218049999999999,1,lv
StorageUnit_LVGrid_102708_1,BranchTee_mvgd_1056_lvgd_102708_4,PQ,0.003,1,lv
StorageUnit_LVGrid_102708_2,BranchTee_mvgd_1056_lvgd_102708_12,PQ,0.02835,1,lv
StorageUnit_LVGrid_102708_3,BranchTee_mvgd_1056_lvgd_102708_6,PQ,0.00855,1,lv
StorageUnit_LVGrid_102708_4,BranchTee_mvgd_1056_lvgd_102708_20,PQ,0.01728,1,lv
StorageUnit_LVGrid_102723_1,BranchTee_mvgd_1056_lvgd_102723_2,PQ,0.0098,1,lv
StorageUnit_LVGrid_102723_2,BranchTee_mvgd_1056_lvgd_102723_6,PQ,0.018,1,lv
StorageUnit_LVGrid_102723_3,BranchTee_mvgd_1056_lvgd_102723_10,PQ,0.0098,1,lv
StorageUnit_LVGrid_102723_4,BranchTee_mvgd_1056_lvgd_102723_8,PQ,0.01823,1,lv
StorageUnit_LVGrid_102723_5,BranchTee_mvgd_1056_lvgd_102723_4,PQ,0.0297,1,lv
StorageUnit_LVGrid_102773_1,BranchTee_mvgd_1056_lvgd_102773_14,PQ,0.0025,1,lv
StorageUnit_LVGrid_102773_2,BranchTee_mvgd_1056_lvgd_102773_2,PQ,0.00912,1,lv
StorageUnit_LVGrid_102773_3,BranchTee_mvgd_1056_lvgd_102773_10,PQ,0.00375,1,lv
StorageUnit_LVGrid_102773_4,BranchTee_mvgd_1056_lvgd_102773_12,PQ,0.0099,1,lv
StorageUnit_LVGrid_102773_5,BranchTee_mvgd_1056_lvgd_102773_6,PQ,0.0135,1,lv
StorageUnit_LVGrid_102773_6,BusBar_mvgd_1056_lvgd_102773_LV,PQ,0.0513,1,lv
StorageUnit_LVGrid_102773_7,BranchTee_mvgd_1056_lvgd_102773_8,PQ,0.00984,1,lv
StorageUnit_LVGrid_102774_1,BranchTee_mvgd_1056_lvgd_102774_4,PQ,0.01537,1,lv
StorageUnit_LVGrid_102774_2,BranchTee_mvgd_1056_lvgd_102774_12,PQ,0.01008,1,lv
StorageUnit_LVGrid_102774_3,BranchTee_mvgd_1056_lvgd_102774_6,PQ,0.02925,1,lv
StorageUnit_LVGrid_102774_4,BranchTee_mvgd_1056_lvgd_102774_20,PQ,0.02002,1,lv
StorageUnit_LVGrid_102785_1,BranchTee_mvgd_1056_lvgd_102785_10,PQ,0.00612,1,lv
StorageUnit_LVGrid_102785_2,BranchTee_mvgd_1056_lvgd_102785_64,PQ,0.00738,1,lv
StorageUnit_LVGrid_102785_3,BranchTee_mvgd_1056_lvgd_102785_30,PQ,0.00216,1,lv
StorageUnit_LVGrid_102785_4,BranchTee_mvgd_1056_lvgd_102785_4,PQ,0.00323,1,lv
StorageUnit_LVGrid_102785_5,BranchTee_mvgd_1056_lvgd_102785_2,PQ,0.0197,1,lv
StorageUnit_LVGrid_102785_6,BranchTee_mvgd_1056_lvgd_102785_106,PQ,0.0081,1,lv
StorageUnit_LVGrid_102785_7,BranchTee_mvgd_1056_lvgd_102785_140,PQ,0.01558,1,lv
StorageUnit_LVGrid_102785_8,BranchTee_mvgd_1056_lvgd_102785_138,PQ,0.00858,1,lv
StorageUnit_LVGrid_102785_9,BranchTee_mvgd_1056_lvgd_102785_28,PQ,0.0063,1,lv
StorageUnit_LVGrid_102785_10,BranchTee_mvgd_1056_lvgd_102785_14,PQ,0.0168,1,lv
StorageUnit_LVGrid_102785_11,BranchTee_mvgd_1056_lvgd_102785_102,PQ,0.0277199999999999,1,lv
StorageUnit_LVGrid_102785_12,BranchTee_mvgd_1056_lvgd_102785_76,PQ,0.00552,1,lv
StorageUnit_LVGrid_102785_13,BranchTee_mvgd_1056_lvgd_102785_130,PQ,0.00954,1,lv
StorageUnit_LVGrid_102785_14,BranchTee_mvgd_1056_lvgd_102785_68,PQ,0.0116999999999999,1,lv
StorageUnit_LVGrid_102785_15,BranchTee_mvgd_1056_lvgd_102785_60,PQ,0.0153,1,lv
StorageUnit_LVGrid_102785_16,BranchTee_mvgd_1056_lvgd_102785_80,PQ,0.00882,1,lv
StorageUnit_LVGrid_502473_1,BranchTee_mvgd_1056_lvgd_502473_34,PQ,0.01764,1,lv
StorageUnit_LVGrid_502473_2,BranchTee_mvgd_1056_lvgd_502473_12,PQ,0.00126,1,lv
StorageUnit_LVGrid_502473_3,BranchTee_mvgd_1056_lvgd_502473_32,PQ,0.00528,1,lv
StorageUnit_LVGrid_502473_4,BranchTee_mvgd_1056_lvgd_502473_24,PQ,0.02886,1,lv
StorageUnit_LVGrid_502473_5,BranchTee_mvgd_1056_lvgd_502473_14,PQ,0.01071,1,lv
StorageUnit_LVGrid_102937_1,BranchTee_mvgd_1056_lvgd_102937_16,PQ,0.0074,1,lv
StorageUnit_LVGrid_102937_2,BranchTee_mvgd_1056_lvgd_102937_12,PQ,0.0096,1,lv
StorageUnit_LVGrid_103068_1,BranchTee_mvgd_1056_lvgd_103068_48,PQ,0.0081,1,lv
StorageUnit_LVGrid_103068_2,BranchTee_mvgd_1056_lvgd_103068_4,PQ,0.01449,1,lv
StorageUnit_LVGrid_103068_3,BranchTee_mvgd_1056_lvgd_103068_72,PQ,0.00629,1,lv
StorageUnit_LVGrid_103068_4,BranchTee_mvgd_1056_lvgd_103068_40,PQ,0.01056,1,lv
StorageUnit_LVGrid_103068_5,BranchTee_mvgd_1056_lvgd_103068_50,PQ,0.01287,1,lv
StorageUnit_LVGrid_103068_6,BranchTee_mvgd_1056_lvgd_103068_60,PQ,0.0045,1,lv
StorageUnit_LVGrid_103068_7,BranchTee_mvgd_1056_lvgd_103068_62,PQ,0.015045,1,lv
StorageUnit_LVGrid_103068_8,BranchTee_mvgd_1056_lvgd_103068_2,PQ,0.012005,1,lv
StorageUnit_LVGrid_103068_9,BranchTee_mvgd_1056_lvgd_103068_28,PQ,0.0299,1,lv
StorageUnit_LVGrid_506736_1,BranchTee_mvgd_1056_lvgd_506736_4,PQ,0.01156,1,lv
StorageUnit_LVGrid_506736_2,BranchTee_mvgd_1056_lvgd_506736_12,PQ,0.0025299999999999,1,lv
StorageUnit_LVGrid_506736_3,BranchTee_mvgd_1056_lvgd_506736_6,PQ,0.00299,1,lv
StorageUnit_LVGrid_506736_4,BranchTee_mvgd_1056_lvgd_506736_20,PQ,0.004275,1,lv
StorageUnit_LVGrid_506736_5,BranchTee_mvgd_1056_lvgd_506736_18,PQ,0.00861,1,lv
StorageUnit_LVGrid_103093_1,BranchTee_mvgd_1056_lvgd_103093_28,PQ,0.0072,1,lv
StorageUnit_LVGrid_103093_2,BranchTee_mvgd_1056_lvgd_103093_4,PQ,0.01363,1,lv
StorageUnit_LVGrid_103093_3,BranchTee_mvgd_1056_lvgd_103093_40,PQ,0.00682,1,lv
StorageUnit_LVGrid_103093_4,BranchTee_mvgd_1056_lvgd_103093_16,PQ,0.00208,1,lv
StorageUnit_LVGrid_103093_5,BranchTee_mvgd_1056_lvgd_103093_42,PQ,0.00864,1,lv
StorageUnit_LVGrid_103093_6,BranchTee_mvgd_1056_lvgd_103093_68,PQ,0.01656,1,lv
StorageUnit_LVGrid_103093_7,BranchTee_mvgd_1056_lvgd_103093_10,PQ,0.02744,1,lv
StorageUnit_LVGrid_103093_8,BranchTee_mvgd_1056_lvgd_103093_44,PQ,0.00833,1,lv
StorageUnit_LVGrid_103093_9,BranchTee_mvgd_1056_lvgd_103093_62,PQ,0.00216,1,lv
StorageUnit_LVGrid_103093_10,BranchTee_mvgd_1056_lvgd_103093_2,PQ,0.009945,1,lv
StorageUnit_LVGrid_109033_1,BranchTee_mvgd_1056_lvgd_109033_14,PQ,0.00341,1,lv
StorageUnit_LVGrid_109033_2,BranchTee_mvgd_1056_lvgd_109033_2,PQ,0.006,1,lv
StorageUnit_LVGrid_109033_3,BranchTee_mvgd_1056_lvgd_109033_10,PQ,0.00858,1,lv
StorageUnit_LVGrid_109033_4,BranchTee_mvgd_1056_lvgd_109033_12,PQ,0.0075,1,lv
StorageUnit_LVGrid_109033_5,BranchTee_mvgd_1056_lvgd_109033_6,PQ,0.00989,1,lv
StorageUnit_LVGrid_109034_1,BranchTee_mvgd_1056_lvgd_109034_38,PQ,0.00552,1,lv
StorageUnit_LVGrid_109034_2,BranchTee_mvgd_1056_lvgd_109034_80,PQ,0.0078049999999999,1,lv
StorageUnit_LVGrid_109034_3,BranchTee_mvgd_1056_lvgd_109034_10,PQ,0.00368,1,lv
StorageUnit_LVGrid_109035_1,BranchTee_mvgd_1056_lvgd_109035_78,PQ,0.0054,1,lv
StorageUnit_LVGrid_109035_2,BranchTee_mvgd_1056_lvgd_109035_28,PQ,0.01188,1,lv
StorageUnit_LVGrid_109035_3,BranchTee_mvgd_1056_lvgd_109035_188,PQ,0.0114,1,lv
StorageUnit_LVGrid_109035_4,BranchTee_mvgd_1056_lvgd_109035_2,PQ,0.01443,1,lv
StorageUnit_LVGrid_109035_5,BranchTee_mvgd_1056_lvgd_109035_152,PQ,0.0140399999999999,1,lv
StorageUnit_LVGrid_109035_6,Bus_mvgd_1056_lvgd_109035_gen_753018,PQ,0.19604,1,lv
StorageUnit_LVGrid_109035_7,BranchTee_mvgd_1056_lvgd_109035_4,PQ,0.00954,1,lv
StorageUnit_LVGrid_109036_1,BranchTee_mvgd_1056_lvgd_109036_38,PQ,0.0016,1,lv
StorageUnit_LVGrid_109036_2,BranchTee_mvgd_1056_lvgd_109036_80,PQ,0.01188,1,lv
StorageUnit_LVGrid_109036_3,BranchTee_mvgd_1056_lvgd_109036_10,PQ,0.00484,1,lv
StorageUnit_LVGrid_109036_4,BranchTee_mvgd_1056_lvgd_109036_68,PQ,0.01316,1,lv
StorageUnit_LVGrid_109036_5,BranchTee_mvgd_1056_lvgd_109036_60,PQ,0.0049,1,lv
StorageUnit_LVGrid_109037_1,BranchTee_mvgd_1056_lvgd_109037_72,PQ,0.00645,1,lv
StorageUnit_LVGrid_109037_2,BranchTee_mvgd_1056_lvgd_109037_40,PQ,0.00605,1,lv
StorageUnit_LVGrid_109037_3,BranchTee_mvgd_1056_lvgd_109037_14,PQ,0.01485,1,lv
StorageUnit_LVGrid_109037_4,BranchTee_mvgd_1056_lvgd_109037_50,PQ,0.00894,1,lv
StorageUnit_LVGrid_109037_5,BranchTee_mvgd_1056_lvgd_109037_68,PQ,0.00683,1,lv
StorageUnit_LVGrid_109037_6,BranchTee_mvgd_1056_lvgd_109037_90,PQ,0.00575,1,lv
StorageUnit_LVGrid_109037_7,BranchTee_mvgd_1056_lvgd_109037_92,PQ,0.00735,1,lv
StorageUnit_LVGrid_109130_1,BranchTee_mvgd_1056_lvgd_109130_12,PQ,0.01147,1,lv
StorageUnit_LVGrid_109130_2,BranchTee_mvgd_1056_lvgd_109130_4,PQ,0.02926,1,lv
StorageUnit_LVGrid_109191_1,BranchTee_mvgd_1056_lvgd_109191_16,PQ,0.02121,1,lv
StorageUnit_LVGrid_109191_2,BranchTee_mvgd_1056_lvgd_109191_32,PQ,0.01218,1,lv
StorageUnit_LVGrid_109191_3,BranchTee_mvgd_1056_lvgd_109191_14,PQ,0.0216,1,lv
StorageUnit_LVGrid_109191_4,BranchTee_mvgd_1056_lvgd_109191_22,PQ,0.00684,1,lv
StorageUnit_LVGrid_109191_5,BranchTee_mvgd_1056_lvgd_109191_8,PQ,0.015,1,lv
StorageUnit_LVGrid_109191_6,BranchTee_mvgd_1056_lvgd_109191_18,PQ,0.00432,1,lv
StorageUnit_LVGrid_109191_7,BranchTee_mvgd_1056_lvgd_109191_30,PQ,0.01105,1,lv
StorageUnit_LVGrid_109191_8,BranchTee_mvgd_1056_lvgd_109191_6,PQ,0.007,1,lv
StorageUnit_LVGrid_109684_1,BranchTee_mvgd_1056_lvgd_109684_14,PQ,0.0038399999999999,1,lv
StorageUnit_LVGrid_109684_2,BranchTee_mvgd_1056_lvgd_109684_30,PQ,0.0049,1,lv
StorageUnit_LVGrid_109684_3,BranchTee_mvgd_1056_lvgd_109684_2,PQ,0.00644,1,lv
StorageUnit_LVGrid_109684_4,BranchTee_mvgd_1056_lvgd_109684_34,PQ,0.0057199999999999,1,lv
StorageUnit_LVGrid_109684_5,BusBar_mvgd_1056_lvgd_109684_LV,PQ,0.03774,1,lv
StorageUnit_LVGrid_109684_6,BranchTee_mvgd_1056_lvgd_109684_46,PQ,0.00833,1,lv
StorageUnit_LVGrid_109684_7,BranchTee_mvgd_1056_lvgd_109684_52,PQ,0.00748,1,lv
StorageUnit_LVGrid_109684_8,BranchTee_mvgd_1056_lvgd_109684_22,PQ,0.00858,1,lv
StorageUnit_LVGrid_109684_9,BranchTee_mvgd_1056_lvgd_109684_44,PQ,0.0168299999999999,1,lv
StorageUnit_LVGrid_109684_10,BranchTee_mvgd_1056_lvgd_109684_56,PQ,0.0063,1,lv
StorageUnit_LVGrid_440542_1,BranchTee_mvgd_1056_lvgd_440542_4,PQ,0.00648,1,lv
StorageUnit_LVGrid_440542_2,BranchTee_mvgd_1056_lvgd_440542_12,PQ,0.0096,1,lv
StorageUnit_LVGrid_440542_3,BranchTee_mvgd_1056_lvgd_440542_6,PQ,0.0067199999999999,1,lv
StorageUnit_LVGrid_440542_4,BranchTee_mvgd_1056_lvgd_440542_20,PQ,0.0140399999999999,1,lv
